FID,OBJECTID_1,OBJECTID,Shape_Leng,Notes,Station_Nu,AlbsAreaK2,ID,Station__1,Site_Name,Jurisdicti,Purpose,Cat_Area__,Latitude,Longitude,ID_1,Station__2,OID_,OBJECT_ID,STATION__3,Shape_Le_1,Shape_Area,StationID,GaugeName,RiverName,State,InsideNest,Downstr_1,Downstr_2,Downstr_3,Downstr_4,Downstr_5,WrscID,DateOpen,GaugeLat,GaugeLon,CentrLat,CentrLon,ElevMin,ElevMax,ElevMean,SlopeRange,SlopeMean,MeanP,MeanETP,AI,Irrigation,Intensive,Forest,Whpk1_Mean,Whpk2_Mean,Kspk1_Mean,Kspk2_Mean,Cal_Val
79,80,81,6.765000002000000,"2 overlapping catchments, 1 subcatchment of 912101A . Need to remove overlapping areas for CC Forest cover analysis. Need to add upper catchemnts no stream flow catchments",912105A,11440.200000000000728,121.000000000000000,912105A,Gregory River at Riversleigh No.2,QLD,HQSRS,11440.200000000000728,-18.971299999999999,138.803403000000003,121.000000000000000,912105A,98,98.000000000000000,912105A,6.765000003750000,0.983562499920000,912105, Riversleigh No.2,Gregory River,QLD, ,0,0,0,0,0,912105A,1968-05-01,-18.971299999999999,138.801700000000011,-19.343399999999999,138.519299999999987,120.498000000000005,431.723999999999990,240.435000000000002,10.989699999999999,0.749900000000000,501.213999999999999,1753.216799999999921,3.497900000000000,0.000000000000000,0.000000000000000,0.087600000000000,26.286000000000001,78.146799999999999,80.575699999999998,24.675999999999998,0
80,81,83,1.259999999000000, ,915011A,552.299999999999955,123.000000000000000,915011A,Porcupine Creek at Mt Emu Plains,QLD,HQSRS,552.299999999999955,-20.177499999999998,144.523750000000007,123.000000000000000,915011A,99,99.000000000000000,915011A,1.259999995500000,0.047687500038700,915011, Mt Emu Plains,Porcupine Creek,QLD, ,0,0,0,0,0,915011A,1971-09-22,-20.177499999999998,144.523799999999994,-20.053000000000001,144.483499999999992,732.465000000000032,984.951000000000022,839.365000000000009,7.086300000000000,0.964000000000000,772.458300000000008,1835.227300000000014,2.375800000000000,0.000000000000000,0.000000000000000,0.220300000000000,55.025700000000001,115.000000000000000,252.163000000000011,146.585000000000008,-1
81,82,84,1.640000002000000, ,917107A,528.100000000000023,125.000000000000000,917107A,Elizabeth Creek at Mount Surprise,QLD,HQSRS,528.100000000000023,-18.133800000000001,144.306483299999996,125.000000000000000,917107A,100,100.000000000000000,917107A,1.640000001400000,0.045093750067100,917107, Mount Surprise,Elizabeth Creek,QLD, ,0,0,0,0,0,917107A,1968-07-23,-18.133700000000001,144.306500000000000,-18.158899999999999,144.524200000000008,431.663000000000011,986.696000000000026,629.980999999999995,13.690600000000000,1.301900000000000,759.736800000000017,1890.012799999999970,2.487700000000000,0.000000000000000,0.083300000000000,0.260300000000000,33.493899999999996,91.000000000000000,227.455000000000013,99.105300000000000,1
82,83,86,6.239999993000000, ,919003A,7733.800000000000182,127.000000000000000,919003A,Mitchell River at O.K. Bridge,QLD,HQSRS,7733.800000000000182,-16.472000000000001,144.290486499999986,127.000000000000000,919003A,101,101.000000000000000,919003A,6.239999987710000,0.655062500064000,919003, O.K. Bridge,Mitchell River,QLD, ,0,0,0,0,0,919003A,1967-09-30,-16.472000000000001,144.290500000000009,-16.646000000000001,144.878099999999989,174.008999999999986,1355.230000000000018,460.980999999999995,38.857100000000003,4.540000000000000,982.166399999999953,1931.615099999999984,1.966700000000000,0.480500000000000,0.042700000000000,0.253700000000000,56.541200000000003,135.000000000000000,71.501700000000000,37.623399999999997,0
83,84,87,1.425000002000000,"2 overlapping catchments, 1 subcatchment of 919204A . Need to remove overlapping areas for CC Forest cover analysis",919201A,533.399999999999977,128.000000000000000,919201A,Palmer River at Goldfields,QLD,HQSRS,533.399999999999977,-16.107199999999999,144.777770500000003,128.000000000000000,919201A,102,102.000000000000000,919201A,1.425000007940000,0.045081250022600,919201, Goldfields,Palmer River,QLD, ,0,0,0,0,0,919201A,1967-12-11,-16.108300000000000,144.776700000000005,-16.228200000000001,144.875100000000003,394.293000000000006,1346.670000000000073,711.580000000000041,30.422300000000000,6.265700000000000,1441.183999999999969,1898.726200000000063,1.317500000000000,0.000000000000000,0.002800000000000,0.363200000000000,59.017000000000003,80.282799999999995,75.497100000000003,45.258400000000002,-1
84,85,89,7.130000001000000, ,919309A,8638.299999999999272,130.000000000000000,919309A,Walsh River at Trimbles Crossing,QLD,HQSRS,8638.299999999999272,-16.544899999999998,143.784850000000006,130.000000000000000,919309A,103,103.000000000000000,919309A,7.130000002300000,0.733249999979000,919309, Trimbles Crossing,Walsh River,QLD, ,0,0,0,0,0,919309A,1967-09-09,-16.544899999999998,143.784899999999993,-17.061499999999999,144.596100000000007,117.936999999999998,1290.400000000000091,442.629000000000019,28.761199999999999,3.398400000000000,871.811199999999985,1932.503899999999931,2.216700000000000,1.665000000000000,0.116700000000000,0.241300000000000,50.205300000000001,162.000000000000000,95.362399999999994,57.378599999999999,0
85,86,90,0.845000000000000, ,922101B,170.000000000000000,131.000000000000000,922101B,Coen river at Racecourse,QLD,HQSRS,170.000000000000000,-13.956300000000001,143.175000000000011,131.000000000000000,922101B,104,104.000000000000000,922101B,0.844999996154000,0.014218750026400,922101, Racecourse,Coen river,QLD, ,0,0,0,0,0,922101B,1967-10-01,-13.956300000000001,143.175000000000011,-13.887000000000000,143.248700000000014,184.650000000000006,796.703999999999951,448.372999999999990,16.664100000000001,4.546400000000000,1395.747599999999920,1948.611499999999978,1.396100000000000,0.000000000000000,1.835300000000000,0.536200000000000,57.911000000000001,90.000000000000000,177.094999999999999,147.760999999999996,-1
86,87,92,4.585000000000000, ,925001A,3290.300000000000182,133.000000000000000,925001A,Wenlock river at Moreton,QLD,HQSRS,3290.300000000000182,-12.453799999999999,142.637699999999995,133.000000000000000,925001A,105,105.000000000000000,925001A,4.585000002350000,0.274012500010000,925001, Moreton,Wenlock river,QLD, ,0,0,0,0,0,925001A,1958-04-19,-12.455000000000000,142.639999999999986,-12.869800000000000,142.872500000000002,28.396599999999999,644.201000000000022,131.264000000000010,25.328700000000001,1.488600000000000,1472.765100000000075,2018.780400000000100,1.370700000000000,0.000000000000000,0.016000000000000,0.224500000000000,58.859900000000003,116.944999999999993,196.038000000000011,110.480000000000004,1
87,88,93,0.995000000000000, ,926002A,333.300000000000011,134.000000000000000,926002A,Dulhunty River at Dougs Pad,QLD,HQSRS,333.300000000000011,-11.831300000000001,142.419999999999987,134.000000000000000,926002A,106,106.000000000000000,926002A,0.994999999451000,0.027649999980800,926002, Dougs Pad,Dulhunty River,QLD, ,0,0,0,0,0,926002A,1970-11-18,-11.831300000000001,142.419999999999987,-11.816700000000001,142.565499999999986,27.432500000000001,148.969999999999999,80.447800000000001,2.908900000000000,0.900000000000000,1608.017900000000054,2029.476400000000012,1.262100000000000,0.000000000000000,0.000000000000000,0.120000000000000,60.543599999999998,154.960000000000008,145.203000000000003,50.881799999999998,1
88,89,94,2.500000000000000,"small non contracated area and no flow area contribute to A2390519 based on 1 sec DEM-S, tho talking 30cm differences. Be good to get local knowledge about inclusion",A2390519,1550.099999999999909,138.000000000000000,A2390519,Mosquito Creek at Struan,SA,HQSRS,1550.099999999999909,-37.093800000000002,140.776000000000010,138.000000000000000,A2390519,109,109.000000000000000,A2390519,2.499999993200000,0.156993750044000,A23905, Struan,Mosquito Creek,SA, ,0,0,0,0,0,A2390519,1971-06-03,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0
89,90,95,0.340000002000000, ,A5030502,29.000000000000000,143.000000000000000,A5030502,Scott Creek at Scott Bottom,SA,HQSRS,29.000000000000000,-35.099100000000000,138.673371000000003,143.000000000000000,A5030502,112,112.000000000000000,A5030502,0.340000005796000,0.002862500020480,A50305, Scott Bottom,Scott Creek,SA, ,0,0,0,0,0,A5030502,1969-03-27,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0
90,91,96,0.120000000000000, ,A5040517,5.300000000000000,144.000000000000000,A5040517,First Creek at Waterfall Gully,SA,HQSRS,5.300000000000000,-34.970799999999997,138.680800000000005,144.000000000000000,A5040517,113,113.000000000000000,A5040517,0.119999995803000,0.000518749957905,A50405, Waterfall Gully,First Creek,SA, ,0,0,0,0,0,A5040517,1977-11-12,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0
91,92,97,0.499999999000000, ,A5040523,47.700000000000003,145.000000000000000,A5040523,Sixth Creek at Castambul,SA,HQSRS,47.700000000000003,-34.872999999999998,138.752949999999998,145.000000000000000,A5040523,114,114.000000000000000,A5040523,0.499999992706000,0.004706250003000,A50405, Castambul,Sixth Creek,SA, ,0,0,0,0,0,A5040523,1976-10-09,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0
92,93,99,0.654999999000000, ,A5050517,120.500000000000000,147.000000000000000,A5050517,North Para River at Penrice,SA,HQSRS,120.500000000000000,-34.463799999999999,139.058400000000006,147.000000000000000,A5050517,115,115.000000000000000,A5050517,0.654999999950000,0.011837500011400,A50505, Penrice,North Para River,SA, ,0,0,0,0,0,A5050517,1977-06-22,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0
93,94,100,0.885000001000000, ,A5130501,187.400000000000006,149.000000000000000,A5130501,Rocky River upstream Gorge Falls,SA,HQSRS,187.400000000000006,-35.953800000000001,136.698299999999989,149.000000000000000,A5130501,116,116.000000000000000,A5130501,0.884999998951000,0.018700000041700,A51305, ,Rocky River upstream Go,SA, ,0,0,0,0,0,A5130501,1970-08-26,-35.960000000000001,136.699999999999989,-35.877499999999998,136.781800000000004,46.853600000000000,308.322999999999979,169.312999999999988,8.730000000000000,1.696700000000000,726.661600000000021,1268.822400000000016,1.746100000000000,0.000000000000000,0.382000000000000,0.415300000000000,51.806899999999999,73.689700000000002,156.718999999999994,59.864300000000000,1
94,95,101,3.964999998000000, ,G0050115,3324.000000000000000,43.000000000000000,G0050115,Hugh River at South Road Crossing,NT,HQSRS,3324.000000000000000,-24.353300000000001,133.433329100000009,43.000000000000000,G0050115,35,35.000000000000000,G0050115,3.964999985060000,0.294887500125000,G00501, South Road Crossing,Hugh River,NT, ,0,0,0,0,0,G0050115,1972-05-18,-24.353300000000001,133.433300000000003,-23.974000000000000,133.340800000000002,474.959999999999980,1197.470000000000027,657.620000000000005,28.303000000000001,2.113500000000000,314.112900000000025,1641.139899999999898,5.224700000000000,0.000000000000000,0.406200000000000,0.075900000000000,27.257899999999999,81.000000000000000,267.252000000000010,103.322999999999993,1
95,97,105,4.620000002000000, ,G8110016,4715.000000000000000,48.000000000000000,G8110016,Upper Victoria River at Wave Hill Police Station,NT,HQSRS,4715.000000000000000,-17.448699999999999,130.838845800000001,48.000000000000000,G8110016,38,38.000000000000000,G8110016,4.620000004800000,0.401837499940000,G81100, Wave Hill Police Station,Upper Victoria River,NT, ,0,0,0,0,0,G8110016,2006-08-23,-17.448699999999999,130.838799999999992,-17.813500000000001,130.434200000000004,158.706999999999994,463.199999999999989,315.300999999999988,6.295700000000000,1.011400000000000,640.635099999999966,1918.163000000000011,2.994200000000000,0.000000000000000,0.213900000000000,0.066600000000000,35.764099999999999,106.000000000000000,123.076999999999998,55.793700000000001,-1
96,98,106,0.585000000000000, ,G8150018,95.599999999999994,53.000000000000000,G8150018,Elizabeth River at Stuart Highway,NT,HQSRS,95.599999999999994,-12.606100000000000,131.073550000000012,53.000000000000000,G8150018,42,42.000000000000000,G8150018,0.584999997752000,0.007956250022610,G81500, Stuart Highway,Elizabeth River,NT, ,0,0,0,0,0,G8150018,1953-02-01,-12.605399999999999,131.072900000000004,-12.660399999999999,131.109600000000000,16.447700000000001,90.257499999999993,38.711900000000000,2.019500000000000,0.542000000000000,1630.560199999999895,2149.112999999999829,1.318000000000000,2.689800000000000,3.565500000000000,0.064300000000000,47.078800000000001,144.038000000000011,200.685000000000002,62.915100000000002,1
97,99,107,3.285000000000000, ,G8210010,2398.199999999999818,55.000000000000000,G8210010,East Alligator River at 12 Deg 43 Minutes South,NT,HQSRS,2398.199999999999818,-12.717400000000000,133.332349999999991,55.000000000000000,G8210010,44,44.000000000000000,G8210010,3.285000001350000,0.199837500034000,G82100, 12 Deg 43 Minutes South,East Alligator River,NT, ,0,0,0,0,0,G8210010,1971-11-03,-12.717300000000000,133.332300000000004,-13.017500000000000,133.378600000000006,22.329599999999999,459.982000000000028,283.901000000000010,21.317699999999999,2.253600000000000,1360.118400000000065,2145.390400000000227,1.577400000000000,0.000000000000000,0.000000000000000,0.059400000000000,57.398200000000003,116.000000000000000,298.235999999999990,114.480999999999995,1
98,100,108,4.499999998000000,Does it include Gum flat Creek inflow?,G9070142,4260.899999999999636,57.000000000000000,G9070142,McArthur River Upstream of Bailey's Grave,NT,HQSRS,4260.899999999999636,-16.777999999999999,135.756249999999994,57.000000000000000,G9070142,46,46.000000000000000,G9070142,4.499999994600000,0.361512499940000,G90701, ,McArthur River Upstream,NT, ,0,0,0,0,0,G9070142,1964-09-06,-16.777999999999999,135.756200000000007,-16.971800000000002,135.387200000000007,80.619399999999999,353.999000000000024,225.141999999999996,8.912200000000000,0.716400000000000,665.708099999999945,2002.272200000000112,3.007700000000000,0.000000000000000,0.277800000000000,0.211200000000000,42.843699999999998,49.000000000000000,142.758999999999986,60.643700000000003,1
99,101,109,1.150000000000000, ,105105A,296.800000000000011,63.000000000000000,105105A,East Normanby River at Development Road,QLD,HQSRS,296.800000000000011,-15.771200000000000,145.013749999999987,63.000000000000000,105105A,51,51.000000000000000,105105A,1.149999999500000,0.025037500008700,105105, Development Road,East Normanby River,QLD, ,0,0,0,0,0,105105A,1969-02-24,-15.773300000000001,145.013299999999987,-15.841600000000000,145.123199999999997,141.460000000000008,936.539999999999964,339.812000000000012,27.841999999999999,6.967000000000000,1759.733300000000099,1907.352399999999989,1.083900000000000,0.000000000000000,0.000000000000000,0.447700000000000,33.635199999999998,113.138000000000005,133.573000000000008,41.016199999999998,-1
100,102,110,1.430000002000000, ,107001B,338.000000000000000,64.000000000000000,107001B,Endeavour River at Flaggy,QLD,HQSRS,338.000000000000000,-15.423800000000000,145.067297099999990,64.000000000000000,107001B,52,52.000000000000000,107001B,1.430000004700000,0.028456250023900,107001, Flaggy,Endeavour River,QLD, ,0,0,0,0,0,107001B,1967-10-01,-15.425000000000001,145.073299999999989,-15.382300000000001,145.008000000000010,29.478899999999999,488.771000000000015,178.830000000000013,27.792100000000001,4.611200000000000,1650.632900000000063,1988.551500000000033,1.204700000000000,0.000000000000000,0.000000000000000,0.497900000000000,51.000000000000000,123.814999999999998,244.925000000000011,136.907999999999987,-1
101,103,111,2.610000001000000, ,108002A,907.299999999999955,65.000000000000000,108002A,Daintree River at Bairds,QLD,HQSRS,907.299999999999955,-16.178799999999999,145.281860999999992,65.000000000000000,108002A,53,53.000000000000000,108002A,2.609999995500000,0.076656250006100,108002, Bairds,Daintree River,QLD, ,0,0,0,0,0,108002A,1968-09-25,-16.178799999999999,145.281900000000007,-16.141999999999999,145.174100000000010,27.392499999999998,1360.700000000000045,460.343999999999994,36.144399999999997,7.270200000000000,2072.168200000000070,1856.340599999999995,0.895800000000000,0.000000000000000,0.000000000000000,0.732500000000000,45.097799999999999,205.000000000000000,162.183999999999997,54.167400000000001,-1
102,104,113,0.355000003000000, ,112002A,16.199999999999999,67.000000000000000,112002A,Fisher Creek at Nerada,QLD,HQSRS,16.199999999999999,-17.564499999999999,145.908013000000011,67.000000000000000,112002A,55,55.000000000000000,112002A,0.355000002348000,0.001381249994250,112002, Nerada,Fisher Creek,QLD, ,0,0,0,0,0,112002A,1928-09-30,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0
103,105,114,1.324999998000000, ,116012A,365.199999999999989,73.000000000000000,116012A,Cameron Creek at 8.7KM,QLD,HQSRS,365.199999999999989,-18.064499999999999,145.341990000000010,73.000000000000000,116012A,61,61.000000000000000,116012A,1.324999993760000,0.031162499987600,116012, 8.7KM,Cameron Creek,QLD, ,0,0,0,0,0,116012A,1961-10-01,-18.067000000000000,145.339900000000000,-18.049499999999998,145.486099999999993,585.350999999999999,1007.289999999999964,699.004999999999995,15.139600000000000,2.998900000000000,1254.779899999999998,1779.762899999999945,1.418400000000000,0.000000000000000,0.000000000000000,0.461600000000000,43.847900000000003,93.243899999999996,101.626999999999995,57.619900000000001,1
104,106,115,1.205000005000000, ,116013A,309.300000000000011,74.000000000000000,116013A,Millstream river at Archer Creek,QLD,HQSRS,309.300000000000011,-17.651299999999999,145.341068400000012,74.000000000000000,116013A,62,62.000000000000000,116013A,1.205000006050000,0.026331250011000,116013, Archer Creek,Millstream river,QLD, ,0,0,0,0,0,116013A,1961-12-24,-17.652300000000000,145.340900000000005,-17.611200000000000,145.465100000000007,637.432000000000016,1379.569999999999936,911.823999999999955,17.861200000000000,4.113900000000000,1589.130400000000009,1714.683099999999968,1.079000000000000,2.130600000000000,8.850199999999999,0.467700000000000,50.861300000000000,123.894000000000005,210.433999999999997,143.682999999999993,-1
105,107,116,0.725000001000000, ,116015A,127.400000000000006,76.000000000000000,116015A,Blunder Creek at Wooroora,QLD,HQSRS,127.400000000000006,-17.736300000000000,145.437374000000005,76.000000000000000,116015A,64,64.000000000000000,116015A,0.724999999451000,0.010856249987600,116015, Wooroora,Blunder Creek,QLD, ,0,0,0,0,0,116015A,1966-10-20,-17.737100000000002,145.436299999999989,-17.762499999999999,145.501900000000006,662.075000000000045,1058.920000000000073,771.567000000000007,19.011299999999999,3.876300000000000,1773.136799999999994,1732.511099999999942,0.977100000000000,0.000000000000000,0.190400000000000,0.597200000000000,48.859699999999997,85.632700000000000,167.219999999999999,126.831999999999994,-1
106,108,121,1.605000000000000, ,121001A,599.899999999999977,79.000000000000000,121001A,Don River at Ida Creek,QLD,HQSRS,599.899999999999977,-20.289100000000001,148.115904000000000,79.000000000000000,121001A,65,65.000000000000000,121001A,1.604999997150000,0.051924999999700,121001, Ida Creek,Don River,QLD, ,0,0,0,0,0,121001A,1957-03-01,-20.291699999999999,148.115800000000007,-20.443800000000000,148.151000000000010,78.601200000000006,797.525999999999954,268.350999999999999,24.395399999999999,4.330000000000000,1026.842399999999998,1784.824299999999994,1.738200000000000,0.000000000000000,0.000000000000000,0.377000000000000,28.463999999999999,46.831699999999998,109.052000000000007,64.900099999999995,0
107,109,123,0.355000002000000, ,122004A,45.600000000000001,81.000000000000000,122004A,Gregory river at Lower Gregory,QLD,HQSRS,45.600000000000001,-20.300400000000000,148.547119000000009,81.000000000000000,122004A,66,66.000000000000000,122004A,0.355000003248000,0.003943749987380,122004, Lower Gregory,Gregory river,QLD, ,0,0,0,0,0,122004A,1972-10-24,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0
108,110,124,0.575000001000000, ,126003A,86.299999999999997,82.000000000000000,126003A,Carmila Creek at Carmila,QLD,HQSRS,86.299999999999997,-21.915700000000001,149.398750000000007,82.000000000000000,126003A,67,67.000000000000000,126003A,0.574999997952000,0.007543750002000,126003, Carmila,Carmila Creek,QLD, ,0,0,0,0,0,126003A,1973-11-08,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0
109,111,129,1.789999998000000, ,136202D,646.600000000000023,85.000000000000000,136202D,Barambah Creek at Litzows,QLD,HQSRS,646.600000000000023,-26.301200000000001,152.043779000000001,85.000000000000000,136202D,68,68.000000000000000,136202D,1.790000001100000,0.058481249986100,136202, Litzows,Barambah Creek,QLD, ,0,0,0,0,0,136202D,1964-10-01,-26.300000000000001,152.039999999999992,-26.376700000000000,152.229700000000008,303.451000000000022,732.783999999999992,443.081999999999994,16.676900000000000,3.305400000000000,860.651700000000005,1537.835000000000036,1.786800000000000,0.093600000000000,0.004300000000000,0.421500000000000,35.583799999999997,44.403399999999998,64.160200000000003,9.447500000000000,-1
110,112,130,1.100000005000000, ,136203A,312.899999999999977,86.000000000000000,136203A,Barker Creek at Brooklands,QLD,HQSRS,312.899999999999977,-26.736400000000000,151.813645299999990,86.000000000000000,136203A,69,69.000000000000000,136203A,1.100000002300000,0.028400000014900,136203, Brooklands,Barker Creek,QLD, ,0,0,0,0,0,136203A,1940-02-08,-26.736400000000000,151.813600000000008,-26.830400000000001,151.677400000000006,384.149000000000001,1108.819999999999936,615.809999999999945,21.659400000000002,4.630300000000000,745.375599999999963,1550.746799999999894,2.080500000000000,0.734000000000000,0.395900000000000,0.493000000000000,19.859000000000002,168.000000000000000,37.302500000000002,1.674200000000000,-1
111,113,131,2.680000000000000, ,136208A,1399.400000000000091,87.000000000000000,136208A,Boonara Creek at Ettiewyn,QLD,HQSRS,1399.400000000000091,-25.902799999999999,151.843750000000000,87.000000000000000,136208A,70,70.000000000000000,136208A,2.680000004000000,0.126193749975000,136208, Ettiewyn,Boonara Creek,QLD, ,0,0,0,0,0,136208A,1968-06-11,-25.902799999999999,151.843799999999987,-26.023399999999999,151.986999999999995,157.393000000000001,638.932000000000016,300.024000000000001,18.075399999999998,3.210300000000000,728.366800000000012,1598.521199999999908,2.194700000000000,2.845200000000000,5.196000000000000,0.388700000000000,31.423400000000001,61.017600000000002,47.408400000000000,5.435400000000000,-1
112,114,133,1.765000007000000, ,137101A,453.199999999999989,88.000000000000000,137101A,Gregory River at Burrum Highway,QLD,HQSRS,453.199999999999989,-25.086600000000001,152.240854500000012,88.000000000000000,137101A,71,71.000000000000000,137101A,1.765000011040000,0.040625000037700,137101, Burrum Highway,Gregory River,QLD, ,0,0,0,0,0,137101A,1966-02-10,-25.086200000000002,152.240499999999997,-25.297300000000000,152.157299999999992,41.085799999999999,658.677999999999997,123.902000000000001,23.174600000000002,1.511100000000000,881.313700000000040,1636.617099999999937,1.857000000000000,2.843500000000000,0.024800000000000,0.468500000000000,42.946800000000003,43.040900000000001,49.691099999999999,8.782000000000000,-1
113,115,134,1.220000000000000, ,137201A,449.300000000000011,89.000000000000000,137201A,Isis River at Bruce Highway,QLD,HQSRS,449.300000000000011,-25.266200000000001,152.368745499999989,89.000000000000000,137201A,72,72.000000000000000,137201A,1.219999991810000,0.040281249987400,137201, Bruce Highway,Isis River,QLD, ,0,0,0,0,0,137201A,1966-02-09,-25.266600000000000,152.368400000000008,-25.330700000000000,152.273699999999991,17.814399999999999,340.439999999999998,83.315700000000007,13.423100000000000,1.441400000000000,907.751600000000053,1639.254400000000032,1.805800000000000,3.776200000000000,0.289900000000000,0.509800000000000,45.351599999999998,46.382899999999999,54.118499999999997,3.111900000000000,1
114,116,135,2.325000004000000, ,138004B,1190.400000000000091,90.000000000000000,138004B,Munna Creek at Marodian,QLD,HQSRS,1190.400000000000091,-25.903600000000001,152.348597000000012,90.000000000000000,138004B,73,73.000000000000000,138004B,2.325000006140000,0.107087499960000,138004, Marodian,Munna Creek,QLD, ,0,0,0,0,0,138004B,1974-10-01,-25.899999999999999,152.349999999999994,-25.736400000000000,152.192399999999992,33.476799999999997,727.230000000000018,187.250000000000000,32.135800000000003,3.204300000000000,850.507100000000037,1601.371799999999894,1.882800000000000,0.000000000000000,0.129200000000000,0.456000000000000,51.429499999999997,47.170800000000000,126.828999999999994,118.542000000000002,1
115,117,136,1.194999999000000, ,138010A,352.800000000000011,92.000000000000000,138010A,Wide Bay Creek at Kilkivan,QLD,HQSRS,352.800000000000011,-26.079400000000000,152.221249999999998,92.000000000000000,138010A,75,75.000000000000000,138010A,1.194999998150000,0.031856249963300,138010, Kilkivan,Wide Bay Creek,QLD, ,0,0,0,0,0,138010A,1974-10-15,-26.079400000000000,152.219200000000001,-26.182900000000000,152.199199999999990,114.822999999999993,702.701999999999998,291.358000000000004,18.791499999999999,4.098800000000000,820.556500000000028,1556.218299999999999,1.896500000000000,4.902100000000000,1.093400000000000,0.378000000000000,37.726700000000001,60.956800000000001,102.034999999999997,31.667300000000001,0
116,118,138,1.024999997000000, ,138113A,171.300000000000011,94.000000000000000,138113A,Kandanga Creek at Hygait,QLD,HQSRS,171.300000000000011,-26.389800000000001,152.644788000000005,94.000000000000000,138113A,76,76.000000000000000,138113A,1.025000000650000,0.015499999974000,138113, Hygait,Kandanga Creek,QLD, ,0,0,0,0,0,138113A,1971-11-10,-26.389900000000001,152.644700000000000,-26.431400000000000,152.510099999999994,86.068700000000007,678.119000000000028,307.588999999999999,18.804400000000001,6.376400000000000,1041.010299999999916,1554.395999999999958,1.493200000000000,1.078600000000000,0.443700000000000,0.693100000000000,40.143700000000003,136.015999999999991,142.640999999999991,60.416499999999999,1
117,119,139,1.800000000000000, ,314207,499.300000000000011,162.000000000000000,314207,Leven River at at Bannons Bridge,TAS,HQSRS,499.300000000000011,-41.251300000000001,146.090025999999995,162.000000000000000,314207,127,127.000000000000000,14207,1.800000003600000,0.053762499997100,314207, ,Leven River,TAS, ,0,0,0,0,0,14207,1963-06-18,-41.251700000000000,146.090000000000003,-41.403799999999997,145.927500000000009,45.195099999999996,1347.420000000000073,554.469000000000051,35.233499999999999,6.987600000000000,1718.804300000000012,988.970199999999977,0.575400000000000,1.611300000000000,0.014000000000000,0.712200000000000,57.500700000000002,119.478999999999999,236.122000000000014,63.066699999999997,-1
118,120,140,1.339999999000000, ,314213,318.500000000000000,163.000000000000000,314213,Black River at South Forest,TAS,HQSRS,318.500000000000000,-40.872500000000002,145.297539499999999,163.000000000000000,314213,128,128.000000000000000,14213,1.339999993900000,0.034081249963100,314213, South Forest,Black River,TAS, ,0,0,0,0,0,14213,1968-05-28,-40.873300000000000,145.296699999999987,-40.994900000000001,145.342899999999986,16.250399999999999,553.445000000000050,179.366999999999990,21.941199999999998,3.298200000000000,1261.073399999999992,1020.799600000000055,0.809500000000000,1.673400000000000,0.019600000000000,0.712600000000000,59.649799999999999,80.073899999999995,191.403999999999996,55.025799999999997,-1
