OBJECTID_12,OBJECTID,NameMatch,AreaDiff,MatchCount,ArtfclStrm,NearJunc,Version,Override,IN_FID,NEAR_DIST,NEAR_ANGLE,station_no,station_name,area,HydroID,Name,UpstrDArea,QACode,OBJECTID_1,HydroID_1,AHGFFType,NetNodeID,NCB_ID,SegmentNo,StreamName,HasSegment,ExtrnlBasn,NextDownID,SrcFCName,SrcFType,SrcType,SourceID,FeatRel,FSource,AttrRel,AttrSource,PlanAcc,Symbol,TextNote,AlbersArea,OBJECTID_2,SEGMENTNO_1,STRELEMEAN,STRELEMIN,STRELEMAX,SUBELEMEAN,SUBELEMAX,CATELEMAX,CATELEMEAN,SUBAREA,CONFINEMENT,CATAREA,STRAHLER,UPSDIST,VALLEYSLOPE,DOWNMAXSLP,DOWNAVGSLP,D2OUTLET,ELONGRATIO,CATSTORAGE,ASPECT,CATRELIEF,RELIEFRATIO,CATSLOPE,SUBSLOPE,SUBSLOPE_GT_10,SUBSLOPE_GT_30,OBJECTID_3,SEGMENTNO_2,STRDENSITY,NO_WATERHOLES,KM_WATERHOLES,NO_SPRINGS,KM_SPRINGS,A_LAKES,KM_LAKES,A_WCOURSE,KM_WCOURSE,LAKES,SPRINGS,WATCRSAREA,WATERHOLES,WATERYNESS,RCHLEN,OBJECTID_4,SEGMENTNO_3,STRPOPMAX,SUBPOPMAX,CATPOPMAX,STRPOPMEAN,SUBPOPMEAN,CATPOPMEAN,STRPOP_GT_1,SUBPOP_GT_1,CATPOP_GT_1,STRPOP_GT_10,SUBPOP_GT_10,CATPOP_GT_10,STR_MOD,SUB_MOD,CAT_MOD,STR_IRR,SUB_IRR,CAT_IRR,STR_AQU,SUB_AQU,CAT_AQU,STR_INTAN,SUB_INTAN,CAT_INTAN,STR_INTPL,SUB_INTPL,CAT_INTPL,STR_PEST,SUB_PEST,CAT_PEST,STR_FERT,SUB_FERT,CAT_FERT,STR_FORSTRY,SUB_FORSTRY,CAT_FORSTRY,STR_MINING,SUB_MINING,CAT_MINING,STR_URBAN,SUB_URBAN,CAT_URBAN,STR_DRAINAGE,SUB_DRAINAGE,CAT_DRAINAGE,STR_ARTIMP,SUB_ARTIMP,CAT_ARTIMP,STR_ROAD,SUB_ROAD,CAT_ROAD,OBJECTID_5,SEGMENTNO_4,STRGRASSES_NAT,CATGRASSES_NAT,STRFORESTS_NAT,CATFORESTS_NAT,STRSHRUBS_NAT,CATSHRUBS_NAT,STRWOODLANDS_NAT,CATWOODLANDS_NAT,STRBARE_NAT,CATBARE_NAT,STRGRASSES_EXT,CATGRASSES_EXT,STRFORESTS_EXT,CATFORESTS_EXT,STRSHRUBS_EXT,CATSHRUBS_EXT,STRWOODLANDS_EXT,CATWOODLANDS_EXT,STRBARE_EXT,CATBARE_EXT,STRNODATA_NAT,CATNODATA_NAT,STRNODATA_EXT,CATNODATA_EXT,OBJECTID_6,SEGMENTNO_5,STR_CLAYA,STR_CLAYB,STR_SANDA,STR_UNCONSOLDTED,CAT_UNCONSOLDTED,STR_IGNEOUS,CAT_IGNEOUS,STR_SILICSED,CAT_SILICSED,STR_CARBNATESED,CAT_CARBNATESED,STR_OTHERSED,CAT_OTHERSED,STR_METAMORPH,CAT_METAMORPH,STR_SEDVOLC,CAT_SEDVOLC,STR_OLDROCK,CAT_OLDROCK,CAT_A_KSAT,STR_A_KSAT,CAT_SOLPAWHC,OBJECTID_7,NCB_ID_1,Basin,BasinName,NCB_Code,PfafNo,Level1,Division,Level2,Level2Name,PfafL3,PfafL4,PfafL5,PfafL6,PfafL7,PfafL8,PfafL9,PfafL10,PfafL11,PfafL12,PfafL13,PfafL14,PfafL15,BasinLevel,LastPfaf,BasinPfaf,BasinD8,AWRCBNum,AWRCRNum,AWRCDNum,AWRCBName,AWRCRName,AWRCDName,AnaBrLevel,MainStemUp,AnaBrDown,SegNoLink
11,125,1,,1,,,2.1.1,,126,0.000000000000000,0.000000000000000,305202,Snug Rivulet at U/S Snug Tiers Rd Bridge,18.300000000000001,2725547,SNUG RIVER,21204977.274888098239899,1,15657,6761592,21,1104449,15552,15552,SNUG RIVER,2,1,6761593,NCBs, ,,15552,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,4411245.940726142376661,15552,15552,41.8665771,10.9536667,80.8403625,151.6403351,383.9368286,677.4293213,356.1685486,4.4034309,100.0000000,21.1392555,2.0000000,10.0217628,2.3283439,1.2989700,0.9182321,0.8917161,0.5176733,0.0000000,72.6833115,0.5179707,0.0665028,10.9308681,11.7573719,84.6153870,17.9487171,15552,15552,0.6956312,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.0025539,15552,15552,392.2999268,392.2999268,392.2999268,84.6508102,48.5881424,24.7807827,100.0000000,100.0000000,1.0000000,91.6666718,74.3589783,0.6662216,25.5208340,21.9551277,6.9267778,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,7.8125000,1.8429488,1.6858680,25.5208340,21.9551277,5.5246840,0.0000000,0.0000000,1.4020948,0.0000000,0.0000000,0.0000000,7.8125000,1.8429488,0.2837732,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,15552,15552,2.0833335,4.8720436,77.0833282,90.6551361,0.0000000,0.5340229,20.8333321,3.9387896,0.0000000,0.0000000,0.0000000,4.6049976,70.8333282,84.5797043,0.0000000,0.5340229,0.0000000,1.2683156,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,15552,15552,14.5000000,45.6250000,74.0000000,0.0000000,0.0000000,37.5000000,24.3496418,62.5000000,75.6503525,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,78.6648865,277.5000000,64.8958588,15547,15552,87400,SNUG RIVER,11-197-5211111111111,5211111111111.000000000000000,11,Tasmania,197,KINGSTON COAST,5,2,1,1,1,1,1,1,1,1,1,1,1,4,6,111111111111111,87788,5,B,III,KINGSTON COAST,TASMAN,TASMANIA,0,0,0,15552
12,126,3,,3,,,2.1.1,,127,0.000000000000000,0.000000000000000,307473,Davey River at D/S Crossing Rv ,698.600000000000023,2725868,DAVEY RIVER,703639854.516142964363098,1,16092,6762027,21,1048523,15987,15987,DAVEY RIVER,2,1,6762083,NCBs, ,,15987,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,1412198.852001687278971,15987,15987,14.5321217,11.8715372,16.6645851,47.5037727,177.7488403,1116.9215088,288.4317627,1.4096680,100.0000000,698.6976929,4.0000000,57.8397293,0.3034998,0.1945818,0.1132049,10.1184950,0.5156719,2.7987394,226.0984039,0.2502694,0.0191054,11.3291445,4.6212282,28.0000000,0.0000000,15987,15987,0.8222989,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.5792687,15987,15987,0.1101968,0.1101968,0.1101968,0.0440787,0.0352630,0.0511600,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,15987,15987,20.0000000,48.8411293,70.0000000,40.0110168,0.0000000,4.4128175,0.0000000,6.0654569,0.0000000,0.3678847,20.0000000,48.8411293,70.0000000,40.0110168,0.0000000,4.4128175,0.0000000,6.0654569,0.0000000,0.3678847,0.0000000,0.0000000,0.0000000,0.0000000,15987,15987,18.0000000,32.0000000,63.0000000,0.0000000,20.1061287,0.0000000,0.0000000,100.0000000,76.5527039,0.0000000,3.3412027,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,100.0000000,65.7889099,300.0000000,300.0000000,151.9973297,15982,15987,86755,DAVEY RIVER,11-223-4351111111111,4351111111111.000000000000000,11,Tasmania,223,SOUTH-WEST COAST,4,3,5,1,1,1,1,1,1,1,1,1,1,3,8,351111111111111,87143,7,C,III,SOUTH-WEST COAST,GORDON,TASMANIA,0,0,0,15987
13,217,3,,1,,,2.1.1,,218,0.000000000000000,0.000000000000000,616013,Helena River  at Ngangaguringuring,316.199999999999989,2532106,HELENA RIVER,318798050.078082025051117,1,44143,6625275,21,36549,129865,129865,HELENA RIVER,2,1,6625305,NCBs, ,,129865,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,5897718.608605702407658,129865,129865,194.3022156,188.7050934,200.7636871,253.2931213,341.9302368,398.5069580,293.7251282,5.9020190,100.0000000,318.9965515,4.0000000,30.5726089,0.3932204,2.4583914,0.2030139,95.0283508,0.6591975,2.5078130,270.0000000,0.5005677,0.0068624,2.1546879,5.5252538,48.8888893,0.0000000,129865,129865,0.4166708,1,0.3260882,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,7.6923075,7.6923075,3.0666547,129865,129865,0.3076641,0.3076641,0.8572800,0.0946659,0.0649513,0.4346333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.1111112,7.1055598,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.1111112,7.1055598,0.0000000,6.1111112,7.1055598,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,129865,129865,0.0000000,0.0000000,1.9230770,21.4961166,0.0000000,3.3806562,98.0769196,74.8765411,0.0000000,0.2467057,0.0000000,0.0000000,1.9230770,20.3751869,0.0000000,2.9849434,98.0769196,69.4522705,0.0000000,0.0051396,0.0000000,0.0000000,0.0000000,0.0000000,129865,129865,18.0000000,39.0000000,62.0000000,0.0000000,34.9219246,100.0000000,61.2469673,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8311510,0.0000000,0.0000000,100.0000000,65.0781021,223.4248199,100.0000000,125.5137253,129860,129865,14158,SWAN RIVER (WA),9-64-2144571111111,2144571111111.000000000000000,9,South West Coast,64,SWAN COAST-AVON RIVER,2,1,4,4,5,7,1,1,1,1,1,1,1,3,12,144571111111111,68154,16,E,VI,SWAN COAST,PERTH-MANDURAH,SOUTH-WEST COAST,0,0,0,129865
14,216,3,,5,,,2.1.1,,217,0.000000000000000,0.000000000000000,616002,Darkin River at Pine Plantation,641.600000000000023,2538442,DARKIN RIVER,641575440.072769999504089,1,45113,6626290,21,31088,130880,130880,DARKIN RIVER,2,1,6626199,NCBs, ,,130880,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,588946.792444559861906,130880,130880,158.6651306,158.2480469,159.0822144,206.8727417,273.7316589,545.2484131,292.0539246,0.5893589,100.0000000,641.9805298,4.0000000,43.3024254,0.1390452,2.4583914,0.1911750,83.8925476,0.6602429,4.0352626,294.8612061,0.3457513,0.0089372,2.1048229,8.8462200,77.7777786,0.0000000,130880,130880,0.4195243,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5999273,130880,130880,0.3076641,0.3076641,0.3076641,0.3076641,0.3076641,0.2497044,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,12.5000000,25.0000000,3.4946549,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0089057,0.0000000,0.0000000,0.0000000,12.5000000,25.0000000,3.4946549,0.0000000,0.0000000,2.8587532,12.5000000,25.0000000,0.6359017,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,130880,130880,0.0000000,0.0968129,100.0000000,67.5385971,0.0000000,1.2590331,0.0000000,30.5066967,0.0000000,0.5989960,0.0000000,0.0917172,62.5000000,65.8781204,0.0000000,1.0908068,0.0000000,28.6974335,0.0000000,0.5989960,0.0000000,0.0000000,0.0000000,0.0000000,130880,130880,18.0000000,39.0000000,62.0000000,0.0000000,34.2963333,100.0000000,63.8544273,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.8493726,0.0000000,0.0000000,100.0000000,65.7038040,276.2972107,300.0000000,135.6462250,130875,130880,14158,SWAN RIVER (WA),9-64-2145711111111,2145711111111.000000000000000,9,South West Coast,64,SWAN COAST-AVON RIVER,2,1,4,5,7,1,1,1,1,1,1,1,1,3,12,145711111111111,68154,16,E,VI,SWAN COAST,PERTH-MANDURAH,SOUTH-WEST COAST,0,0,0,130880
15,218,3,,1,,,2.1.1,,219,0.000000000000000,0.000000000000000,616065,Canning River at Glen Eagle,536.899999999999977,2548009,CANNING RIVER,538299351.768370985984802,1,46311,6627661,21,26110,132251,132251,CANNING RIVER,2,1,6627651,NCBs, ,,132251,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,32198211.124481093138456,132251,132251,226.6117096,213.1992950,237.3050232,291.1418762,478.8964539,570.0908813,326.0071411,32.2193947,99.0000000,538.6116943,3.0000000,53.9241943,0.2186968,8.5778418,0.3034535,74.2565155,0.4856342,2.7513661,295.3551636,0.3160844,0.0066184,2.6729093,4.2053442,23.5294113,0.0000000,132251,132251,0.3877054,1,0.0907237,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,2.7777777,2.7777777,11.0224771,132251,132251,0.0863209,0.0863209,0.3110458,0.0335692,0.0273145,0.0897789,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2.8397565,1.0017300,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2.8397565,1.0017300,0.0000000,0.0000000,0.0121165,0.0000000,2.8397565,0.9896133,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,132251,132251,0.0000000,0.0000000,92.3611069,97.6881332,0.0000000,0.0000000,0.0000000,0.0030295,7.6388888,2.3087504,0.0000000,0.0000000,92.3611069,96.9279861,0.0000000,0.0000000,0.0000000,0.0030295,7.6388888,2.3087504,0.0000000,0.0000000,0.0000000,0.0000000,132251,132251,17.8958340,38.8541679,62.2083321,0.0000000,31.9331055,100.0000000,68.0668030,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,100.0000000,68.0668030,299.7575989,300.0000000,137.1542358,132246,132251,14158,SWAN RIVER (WA),9-64-2125511111111,2125511111111.000000000000000,9,South West Coast,64,SWAN COAST-AVON RIVER,2,1,2,5,5,1,1,1,1,1,1,1,1,3,12,125511111111111,68154,16,E,VI,SWAN COAST,PERTH-MANDURAH,SOUTH-WEST COAST,0,0,0,132251
16,215,3,,1,,,2.1.1,,216,0.000000000000000,0.000000000000000,614044,Yarragil Brook at Yarragil Formation,80.000000000000000,2574376,YARRAGIL BROOK,85219935.974050998687744,1,50828,6632649,21,25932,137239,137239,YARRAGIL BROOK,2,1,6632603,NCBs, ,,137239,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,20186126.456847470253706,137239,137239,181.1470032,135.2490540,212.7284241,257.2050171,351.1116333,369.1408081,287.5201721,20.1970310,100.0000000,85.2332535,3.0000000,21.6107388,0.8580634,1.8976226,0.1530892,88.8971176,0.4820476,0.6095244,285.8932495,0.6510324,0.0108229,2.8885632,5.7167974,47.9099693,0.3215434,137239,137239,0.4200023,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,9.0299587,137239,137239,1.1244500,1.1244500,1.1244500,0.7601423,0.7700461,0.2321960,65.6250000,66.5594864,0.1580952,0.0000000,0.0000000,0.0000000,4.1015625,0.4220257,0.1000090,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.1015625,0.4220257,0.1000090,0.0000000,0.0000000,0.0000000,4.1015625,0.4220257,0.1000090,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,137239,137239,0.0000000,0.0000000,100.0000000,100.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,100.0000000,99.8857269,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,137239,137239,17.6093750,38.4531250,62.7812500,0.0000000,64.7518234,100.0000000,35.2196770,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0285760,0.0000000,0.0000000,100.0000000,35.2482529,300.0000000,300.0000000,141.0902863,137234,137239,69216,SERPENTINE RIVER,9-52-2721111111111,2721111111111.000000000000000,9,South West Coast,52,MURRAY RIVER (WA),2,7,2,1,1,1,1,1,1,1,1,1,1,3,11,721111111111111,69604,14,E,VI,MURRAY RIVER (WA),PERTH-MANDURAH,SOUTH-WEST COAST,0,0,0,137239
17,214,3,,1,,,2.1.1,,215,0.000000000000000,0.000000000000000,613146,Clarke Brook at Hillview Farm,18.699999999999999,2581125,CLARKE BROOK,20531945.748102601617575,1,52507,6634328,21,21076,138918,138918,CLARKE BROOK,2,1,6634264,NCBs, ,,138918,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,7190049.336647434160113,138918,138918,112.5532684,53.6396484,185.4910278,161.3934784,304.8334351,319.9653625,225.3222504,7.1936598,100.0000000,20.5097237,2.0000000,11.6105537,2.2719176,1.3502697,0.0862936,71.1334991,0.4401311,0.9479647,286.2363281,0.6446339,0.0229382,2.7574205,3.5360794,15.3153152,0.0000000,138918,138918,0.6561671,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5.8052902,138918,138918,8.9436102,8.9436102,8.9436102,2.8361263,1.7796967,0.8659078,28.5714302,16.2162151,0.0552923,0.0000000,0.0000000,0.0000000,60.4166679,47.2972946,18.1310654,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,39.8809509,23.9301796,8.2363625,4.1666670,5.0675673,1.8564556,46.7261925,30.1801796,10.5075750,60.4166679,47.2972946,16.5116215,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,138918,138918,0.0000000,0.0000000,0.0000000,73.7720337,0.0000000,0.0000000,100.0000000,26.2280045,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,71.6391068,0.0000000,0.0000000,45.2380943,11.2174368,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,138918,138918,17.9404774,44.9047623,66.2619095,28.5714302,55.9226761,0.0000000,17.3566475,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,71.4285736,26.7207317,0.0000000,0.0000000,71.4285736,44.0773659,105.3712463,56.6666679,87.9968414,138913,138918,69216,SERPENTINE RIVER,9-52-2272111111111,2272111111111.000000000000000,9,South West Coast,52,MURRAY RIVER (WA),2,2,7,2,1,1,1,1,1,1,1,1,1,3,11,272111111111111,69604,13,D,VI,HARVEY RIVER,BUSSELTON-HARVEY,SOUTH-WEST COAST,0,0,0,138918
18,213,3,,1,,,2.1.1,,214,0.000000000000000,0.000000000000000,613002,Harvey River at Dingo Road,148.000000000000000,2583493,HARVEY RIVER,149689421.208934009075165,1,53681,6635502,21,25829,140092,140092,HARVEY RIVER,2,1,6635574,NCBs, ,,140092,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,5824838.071085189469159,140092,140092,190.1131439,167.8125000,201.1698608,221.9017792,285.2294006,473.3005981,287.9956970,5.8276663,96.0000000,149.7318573,3.0000000,26.9994144,0.7590873,2.8720772,0.1676043,101.3950882,0.5113966,3.9812253,208.9682617,0.3934137,0.0113146,2.1375244,3.6046429,16.6666660,0.0000000,140092,140092,0.5279326,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.3947887,140092,140092,0.3931328,0.3931328,1.1244500,0.3931328,0.3931328,0.4175044,0.0000000,0.0000000,0.0333261,0.0000000,0.0000000,0.0000000,16.9117641,13.3333340,0.5135042,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,16.9117641,13.3333340,0.5135042,0.0000000,0.0000000,0.0000000,16.9117641,13.3333340,0.5135042,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,140092,140092,0.0000000,0.0000000,100.0000000,99.9134674,0.0000000,0.0000000,0.0000000,0.0865396,0.0000000,0.0000000,0.0000000,0.0000000,92.6470566,99.5351028,0.0000000,0.0000000,0.0000000,0.0865396,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,140092,140092,17.6617661,39.0147057,62.4852943,0.0000000,78.8758469,100.0000000,20.9644089,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.1597463,0.0000000,0.0000000,100.0000000,21.1241550,299.1235657,284.1176453,134.7312317,140087,140092,69216,SERPENTINE RIVER,9-52-2291111111111,2291111111111.000000000000000,9,South West Coast,52,MURRAY RIVER (WA),2,2,9,1,1,1,1,1,1,1,1,1,1,3,11,291111111111111,69604,13,D,VI,HARVEY RIVER,BUSSELTON-HARVEY,SOUTH-WEST COAST,0,0,0,140092
19,212,0,,1,,,2.1.1,,213,0.000000000000000,0.000000000000000,610008,Margaret River North at Whicher Range,14.100000000000000,2611645, ,17135987.760944098234177,3,61626,6643447,21,9347,148037,148037, ,2,1,6643753,NCBs, ,,148037,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,17135987.806432895362377,148037,148037,157.0475769,137.8305511,188.4391785,167.5448608,189.9934998,189.9934998,167.6005707,17.1415215,72.0000000,17.1094055,1.0000000,11.2018719,0.4829672,1.2343361,0.2244218,58.7621422,0.4166601,15.1980743,288.9748840,0.5707120,0.0046566,0.7611055,0.7609900,0.0000000,0.0000000,148037,148037,0.6057146,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,10.4788971,148037,148037,2.0088468,2.0088468,2.0088468,0.2974548,0.3828051,0.3831344,5.0000000,9.7378273,0.0975610,0.0000000,0.0000000,0.0000000,13.7500000,9.8080521,9.7562418,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,13.7500000,9.8080521,9.7562418,0.0000000,0.0000000,0.0000000,13.7500000,9.8080521,9.7562418,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,148037,148037,0.0000000,0.0000000,92.5000000,96.3410263,0.0000000,0.0000000,7.5000005,3.6589899,0.0000000,0.0000000,0.0000000,0.0000000,76.6666641,85.2715683,0.0000000,0.0000000,7.5000005,3.3775113,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,148037,148037,13.8249998,20.9333344,70.8416672,100.0000000,99.9999924,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,300.0000000,300.0000000,130.0000000,148032,148037,72484,MARGARET RIVER,9-20-2851111111111,2851111111111.000000000000000,9,South West Coast,20,BUSSELTON COAST,2,8,5,1,1,1,1,1,1,1,1,1,1,3,7,851111111111111,72872,10,D,VI,BUSSELTON COAST,BUSSELTON-HARVEY,SOUTH-WEST COAST,0,0,0,148037
20,211,3,,3,,,2.1.1,,212,0.001440893294068,135.000000000000000,608002,Carey Brook at Staircase Road,48.299999999999997,2626627,CAREY BROOK,33928413.657998599112034,1,66673,6648494,21,16247,153084,153084,CAREY BROOK,2,1,6648628,NCBs, ,,153084,1/07/2005 0:00:00,GEOSCIENCE AUSTRALIA,1/01/2003 0:00:00,GEOSCIENCE AUSTRALIA,125,,,33928413.656317107379436,153084,153084,150.6902313,45.0677719,227.0317841,175.0551147,242.2803192,242.2803345,175.1774139,33.9353867,97.0000000,33.9034805,1.0000000,15.2379866,1.1981359,2.3939528,0.1795979,22.6142197,0.4311711,0.7528236,234.1235504,0.6597432,0.0129422,2.3282914,2.3288710,2.8195488,0.0000000,153084,153084,0.4426925,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,15.1890717,153084,153084,0.9238905,0.9238905,0.9238905,0.9238905,0.9238905,0.9238900,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,153084,153084,0.0000000,0.0000000,100.0000000,100.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,99.5282974,99.0124664,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,153084,153084,17.7547169,37.1886787,61.2547188,48.2311325,53.0535164,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,51.7688675,46.9464989,0.0000000,0.0000000,51.7688675,46.9464989,100.0000000,100.0000000,117.0000000,153079,153084,73872,DONNELLY RIVER,9-234-6471111111111,6471111111111.000000000000000,9,South West Coast,234,DONNELLY RIVER,6,4,7,1,1,1,1,1,1,1,1,1,1,3,8,471111111111111,74260,8,C,VI,DONNELLY RIVER,WARREN-BLACKWOOD,SOUTH-WEST COAST,0,0,0,153084
