max_elev,vol_gt_max,jurisdiction,awrc,min_elev,daily_min,gap_filled,area,water_year_short,station,location,data_owner_code,daily_max,annual_average_depth,end_date,data_owner,water_year,station_status,start_date,length,local_id,daily_average,annual_average_vol,elev_range,river,annual_cv
1409,1.25,NSW,418014,742,0,0.65,834.6,Mar to Feb,Yarrowyck,"151.362&deg;E, 30.467&deg;S",w00077,31888,60,28-02-2019,NSW Department of Industry Lands and Water,March to February,Existing,12-09-1970,72,418014,145,50.2,667,Gwydir River,0.98
1431,6.41,NSW,418015,277,0,1.2,1955,Mar to Feb,Rider (Killara),"150.350&deg;E, 29.830&deg;S",w00077,155982,80,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,20-03-1970,108,418015,471,157,1154,Horton River,1.04
793,0,NSW,418017,295,0,0.67,865.2,Mar to Feb,Molroy,"150.583&deg;E, 29.799&deg;S",w00077,37806,36,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,30-11-1978,71,418017,83.5,30.9,498,Myall Creek,1.26
1383,0,NSW,418021,678,0,0.5,346,Mar to Feb,Laura,"151.186&deg;E, 30.229&deg;S",w00077,12528,75,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,30-07-1977,44,418021,70.7,25.8,705,Laura Creek,1.02
846,5.37,NSW,418025,341,0,0.35,126.4,Mar to Feb,Bingara,"150.572&deg;E, 29.936&deg;S",w00077,14894,52,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,15-06-1978,26,418025,18.7,6.59,505,Halls Creek,1.42
1431,13.3,NSW,418027,413,0,1.33,204.9,Mar to Feb,Horton Dam Site,"150.428&deg;E, 30.208&deg;S",w00077,18200,158,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,02-07-1970,34,418027,94.7,32.4,1018,Horton River,0.93
1228,8.1,NSW,418032,248,0,8.85,872.6,Mar to Feb,Horseshoe Lagoon,"150.043&deg;E, 29.672&deg;S",w00077,38287,29,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,26-05-1979,71,418032,67.8,25.2,980,Tycannah Creek,1.64
1461,3.06,NSW,419005,376,0,0.49,2532,Mar to Feb,North Cuerindi,"150.778&deg;E, 30.678&deg;S",w00077,93440,98,28-02-2019,NSW Department of Industry Lands and Water,March to February,Existing,01-01-1950,231,419005,676,248,1085,Namoi River,0.9
1461,0,NSW,419010,891,0,0.32,840.8,Mar to Feb,Woolbrook,"151.345&deg;E, 30.967&deg;S",w00077,23915,117,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,20-05-1979,70,419010,267,98,570,Macdonald River,0.74
1323,0,NSW,419016,444,0,0.41,896.6,Mar to Feb,Mulla Crossing,"151.125&deg;E, 31.061&deg;S",w00077,23396,71,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,18-07-1973,72,419016,175,63.3,879,CoCreekburn River,0.95
1224,10.24,NSW,419029,386,0,9.63,362.8,Mar to Feb,Ukolan,"150.826&deg;E, 30.705&deg;S",w00077,11947,40,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,01-12-1978,45,419029,40,14.5,838,Halls Creek,1.08
1324,0,NSW,419035,430,0,0.88,456,Mar to Feb,Timbumburi,"150.915&deg;E, 31.273&deg;S",w00077,16493,44,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,11-11-1981,51,419035,54.2,20,894,Goonoo Goonoo Creek,1.26
1244,9.71,NSW,419054,470,0,0.96,399.9,Mar to Feb,Limbri,"151.169&deg;E, 31.040&deg;S",w00077,15985,62,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,23-05-1974,48,419054,68,25,774,Swamp Oak Creek,0.88
1097,1.77,NSW,420003,474,0,2.9,130.2,Mar to Feb,Warkton (Blackburns),"149.201&deg;E, 31.386&deg;S",w00077,8196,78,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,26-01-1972,27,420003,27.7,10.1,623,Belar Creek,1.11
1131,6.15,NSW,420017,424,0,0.81,1154,Mar to Feb,Hidden Valley,"149.310&deg;E, 31.420&deg;S",w00077,34272,37,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,28-02-1980,82,420017,116,42.4,707,Castlereagh River,1.18
1353,0,NSW,421018,315,0,2.39,1628,Mar to Feb,Newrea,"148.948&deg;E, 32.681&deg;S",w00077,69319,59,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,16-05-1973,98,421018,277,96.9,1038,Bell River,1.24
1271,2.56,NSW,421026,564,0,2.45,884,Mar to Feb,Sofala,"149.689&deg;E, 33.082&deg;S",w00077,88653,84,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,03-02-1973,72,421026,210,74.6,707,Turon River,1.07
1214,21.85,NSW,421042,321,0,1.74,3187,Mar to Feb,Elong Elong,"149.060&deg;E, 32.094&deg;S",w00077,46104,16,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,20-11-1970,139,421042,147,49.8,893,Talbragar River,1.53
810,13.82,NSW,421048,379,0,1.57,576.2,Mar to Feb,Obley No.2,"148.551&deg;E, 32.707&deg;S",w00077,29862,55,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,26-06-1986,58,421048,85.2,31.6,431,Little River,1.65
1016,0,NSW,421050,529,0,1.59,371.1,Mar to Feb,Molong,"148.950&deg;E, 33.030&deg;S",w00077,21900,84,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,23-02-1974,46,421050,84.9,31,487,Bell River,1.07
423,0,NSW,421055,252,0,3.48,674,Mar to Feb,Rawsonville,"148.455&deg;E, 32.144&deg;S",w00077,15417,37,28-02-2019,NSW Department of Industry Lands and Water,March to February,New,26-11-1980,63,421055,68.9,25.3,171,Coolbaggie Creek,1.66
276,6.62,NSW,424002,114,0,0,35239,Oct to Sep,Willarra Crossing,"144.455&deg;E, 29.239&deg;S",w00077,225130,9,28-02-2019,NSW Department of Industry Lands and Water,October to September,Existing,24-11-1975,472,424002,994,325,162,Paroo River,1.13
1197,22.8,NT,G0050115,475,0,0.64,3324,Oct to Sep,South Road Crossing,"133.433&deg;E, 24.353&deg;S",w00067,165344,20,28-02-2019,Department of Environment and Natural Resources,October to September,Existing,20-05-1972,142,G0050115,179,66.5,722,Hugh River,2.58
405,0,NT,G8110004,19,0,6.59,2443,Sep to Aug,Victoria Highway,"130.034&deg;E, 15.766&deg;S",w00067,129116,127,28-02-2019,Department of Environment and Natural Resources,September to August,Existing,08-01-1963,142,G8110004,840,309,386,East Baines River,0.91
478,0,NT,G8140001,87,0,3.48,8357,Sep to Aug,Railway Bridge,"132.257&deg;E, 14.463&deg;S",w00067,975189,280,28-02-2019,Department of Environment and Natural Resources,September to August,Existing,18-12-1961,245,G8140001,6344,2343,391,Katherine River,0.56
379,2.97,NT,G8140008,110,0,10.2,1679,Sep to Aug,Old Railway Bridge,"131.976&deg;E, 14.071&deg;S",w00067,195501,314,28-02-2019,Department of Environment and Natural Resources,September to August,New,29-11-1957,100,G8140008,1431,527,269,Fergusson River,0.61
277,9.66,NT,G8140011,138,0,8.22,4786,Sep to Aug,Manbulloo Boundary,"132.411&deg;E, 15.084&deg;S",w00067,174472,48,28-02-2019,Department of Environment and Natural Resources,September to August,New,09-04-1974,171,G8140011,620,231,139,Dry River,1.24
478,0.2,NT,G8140040,5,0,2.8,47652,Sep to Aug,Mount Nancar,"130.736&deg;E, 13.831&deg;S",w00067,800362,179,28-02-2019,Department of Environment and Natural Resources,September to August,Existing,08-12-1969,565,G8140040,22935,8549,473,Daly River,0.62
289,1.6,NT,G8140063,58,0,2.34,831.1,Sep to Aug,D/S Old Douglas H/S,"131.340&deg;E, 13.798&deg;S",w00067,109077,300,28-02-2019,Department of Environment and Natural Resources,September to August,New,07-09-1957,70,G8140063,673,250,231,Douglas River,0.75
478,0.6,NT,G8140067,46,0,4.44,33227,Sep to Aug,U/S Dorisvale Crossing,"131.574&deg;E, 14.363&deg;S",w00067,873275,174,28-02-2019,Department of Environment and Natural Resources,September to August,New,02-01-1965,464,G8140067,15611,5786,432,Daly River,0.62
220,4.87,NT,G8150010,53,0,1.44,362.9,Sep to Aug,Batchelor Damsite,"130.951&deg;E, 13.025&deg;S",w00067,26986,551,28-02-2019,Department of Environment and Natural Resources,September to August,New,25-12-1974,46,G8150010,548,200,167,Finniss River,0.58
90,0,NT,G8150018,16,0,20.34,95.6,Sep to Aug,Stuart Highway,"131.074&deg;E, 12.606&deg;S",w00067,13777,662,28-02-2019,Department of Environment and Natural Resources,September to August,Existing,18-01-1967,19,G8150018,174,63.3,74,Elizabeth River,0.55
100,7.66,NT,G8150098,10,0,8.24,165.5,Sep to Aug,Tumbling Waters,"130.941&deg;E, 12.781&deg;S",w00067,49837,733,28-02-2019,Department of Environment and Natural Resources,September to August,New,10-11-1961,30,G8150098,329,121,90,BlaCreekmore River,0.58
237,4.19,NT,G8150180,18,0,3.34,1041,Sep to Aug,Gitchams,"130.762&deg;E, 12.970&deg;S",w00067,104066,541,28-02-2019,Department of Environment and Natural Resources,September to August,New,04-04-1969,78,G8150180,1519,563,219,Finniss River,0.57
259,0,NT,G8170002,48,0,2.97,638.4,Sep to Aug,Railway Bridge,"131.108&deg;E, 13.241&deg;S",w00067,87158,432,28-02-2019,Department of Environment and Natural Resources,September to August,Existing,29-10-1964,46,G8170002,753,276,211,Adelaide River,0.61
114,1.35,NT,G8190001,11,0,3.94,245.8,Sep to Aug,Upstream Arnhem Highway,"132.174&deg;E, 12.791&deg;S",w00067,53983,498,20-01-2011,Department of Environment and Natural Resources,September to August,Decommissioned,17-07-1976,42,G8190001,332,122,103,West Alligator River,0.6
400,4.29,NT,G8200045,58,0,5.55,1231,Sep to Aug,El Sherana,"132.520&deg;E, 13.525&deg;S",w00067,102531,427,08-06-2010,Department of Environment and Natural Resources,September to August,Decommissioned,19-08-1958,67,G8200045,1448,526,342,South Alligator River,0.58
278,4.7,NT,G9030001,134,0,11.76,6784,Sep to Aug,Warloch Ponds,"133.123&deg;E, 15.085&deg;S",w00067,66366,21,28-02-2019,Department of Environment and Natural Resources,September to August,New,24-12-1969,205,G9030001,378,141,144,Elsey Creek,1.35
354,0,NT,G9070142,81,0,8.25,4261,Oct to Sep,of Bailey's Grave,"135.756&deg;E, 16.778&deg;S",w00067,83117,81,28-02-2019,Department of Environment and Natural Resources,October to September,Existing,04-11-1965,98,G9070142,929,345,273,McArthur River,1.16
725,14.82,QLD,003303A,279,0,0.53,5792,Oct to Sep,Blackall,"145.460&deg;E, 24.430&deg;S",w00066,129727,16,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,03-05-1969,189,003303A,253,94.3,446,Barcoo River,1.5
1203,5.77,QLD,105101A,69,0,0.46,2306,Oct to Sep,Battle Camp,"144.839&deg;E, 15.281&deg;S",w00066,189357,291,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,16-12-1967,152,105101A,1919,672,1134,Normanby River,0.72
937,19.53,QLD,105105A,141,0,0.47,296.8,Oct to Sep,Development Road,"145.014&deg;E, 15.771&deg;S",w00066,40035,420,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,25-02-1969,52,105105A,349,125,796,East Normanby River,0.69
1361,1.38,QLD,108002A,27,8,2.31,907.3,Oct to Sep,Bairds,"145.282&deg;E, 16.179&deg;S",w00066,231483,974,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,27-09-1968,93,108002A,2479,883,1334,Daintree River,0.53
1523,20.96,QLD,111005A,35,59,0.44,358.2,Oct to Sep,The Fisheries,"145.725&deg;E, 17.183&deg;S",w00066,115269,1562,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,30-10-1966,45,111005A,1550,560,1488,Mulgrave River,0.43
1523,9.96,QLD,111007A,16,75,0.02,522.8,Oct to Sep,Peets Br,"145.760&deg;E, 17.130&deg;S",w00066,172176,1497,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,02-03-1972,55,111007A,2181,782,1507,Mulgrave River,0.46
338,4.34,QLD,112002A,66,1,0.05,16.2,Oct to Sep,Nerada,"145.908&deg;E, 17.564&deg;S",w00066,11753,2302,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,01-01-1950,18,112002A,102,37.3,272,Fisher Creek,0.48
1168,2.26,QLD,112101B,14,0,0.47,397.7,Oct to Sep,Upstream Central Mill,"145.979&deg;E, 17.609&deg;S",w00066,97931,2032,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,02-10-1974,48,112101B,2214,808,1154,South Johnstone River,0.38
883,7.71,QLD,112102A,36,0,0.04,77.8,Oct to Sep,Upper Japoonvale,"145.905&deg;E, 17.715&deg;S",w00066,18375,2072,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,27-05-1970,16,112102A,440,161,847,Liverpool Creek,0.4
1167,4.97,QLD,113004A,134,24,1.03,95.5,Oct to Sep,Powerline,"145.629&deg;E, 17.740&deg;S",w00066,19699,1816,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,23-12-1966,23,113004A,478,173,1033,Cochable Creek,0.41
1021,11.88,QLD,114001A,30,3,0.04,155.8,Oct to Sep,Upper Murray,"145.805&deg;E, 18.107&deg;S",w00066,33571,1124,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,28-05-1970,29,114001A,481,175,991,Murray River,0.63
1100,13.94,QLD,116006B,20,24,0.02,7487,Oct to Sep,Abergowrie,"145.922&deg;E, 18.491&deg;S",w00066,725173,329,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,17-09-1969,283,116006B,6787,2461,1080,Herbert River,0.81
1028,16.65,QLD,116010A,546,0,0.85,223.7,Oct to Sep,Blencoe Falls,"145.537&deg;E, 18.204&deg;S",w00066,37588,576,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,02-10-1960,32,116010A,350,129,482,Blencoe Creek,0.69
1248,3.06,QLD,116011A,879,0,0,90.1,Oct to Sep,Ravenshoe,"145.477&deg;E, 17.605&deg;S",w00066,29855,671,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,23-03-1962,28,116011A,165,60.5,369,Millstream River,0.6
1380,0,QLD,116013A,637,1,0.06,309.3,Oct to Sep,Archer Creek,"145.341&deg;E, 17.651&deg;S",w00066,71304,579,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,26-12-1961,54,116013A,489,179,743,Millstream river,0.62
1234,4.73,QLD,116014A,638,0,0,587.6,Oct to Sep,Silver Valley,"145.299&deg;E, 17.627&deg;S",w00066,97644,294,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,02-12-1961,58,116014A,470,173,596,Wild River,0.92
1059,0.86,QLD,116015A,662,0,0,127.4,Oct to Sep,Wooroora,"145.437&deg;E, 17.736&deg;S",w00066,41594,702,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,22-10-1966,33,116015A,249,89.5,397,Blunder Creek,0.57
840,0,QLD,117002A,13,0,0.01,255.2,Oct to Sep,Bruce HWY,"146.633&deg;E, 19.238&deg;S",w00066,42937,366,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,15-03-1973,38,117002A,263,93.4,827,BlaCreek,1.07
740,24.62,QLD,117003A,10,0,0.01,89.9,Oct to Sep,Bluewater,"146.546&deg;E, 19.185&deg;S",w00066,36157,607,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,18-11-1973,22,117003A,165,54.6,730,Bluewater Creek,0.91
1233,9.57,QLD,118106A,13,0,0,68.5,Oct to Sep,Allendale,"146.960&deg;E, 19.390&deg;S",w00066,17810,558,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,17-09-1974,19,118106A,110,38.2,1220,Alligator Creek,0.89
1224,0,QLD,119003A,15,0,0,1807,Oct to Sep,Powerline,"147.110&deg;E, 19.630&deg;S",w00066,226851,218,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,18-09-1969,104,119003A,1148,394,1209,Haughton River,0.99
874,14.89,QLD,120102A,359,0,0.21,194.2,Oct to Sep,Keelbottom,"146.359&deg;E, 19.372&deg;S",w00066,90194,559,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,25-08-1967,33,120102A,331,109,515,Keelbottom Creek,0.98
867,14.25,QLD,120301B,172,0,0.03,35326,Oct to Sep,Gregory Development Road,"146.860&deg;E, 21.530&deg;S",w00066,362763,18,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,07-08-1976,479,120301B,1685,623,695,Belyando River,1.13
679,16.31,QLD,120304A,258,0,0.35,1917,Oct to Sep,Eaglefield,"147.710&deg;E, 21.450&deg;S",w00066,121174,54,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,23-08-1967,107,120304A,280,103,421,Suttor River,1.38
1053,12.98,QLD,121002A,16,0,0,279.6,Oct to Sep,Guthalungra,"147.840&deg;E, 19.940&deg;S",w00066,54409,214,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,14-03-1973,40,121002A,168,59.9,1037,Elliot River,1.1
798,12.54,QLD,121003A,33,0,0,1016,Oct to Sep,Reeves,"148.150&deg;E, 20.150&deg;S",w00066,115416,168,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,16-03-1984,77,121003A,467,171,765,Don River,1.35
741,3.14,QLD,122004A,28,0,0.06,45.6,Oct to Sep,Lower Gregory,"148.547&deg;E, 20.300&deg;S",w00066,31858,820,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,25-10-1972,11,122004A,106,37.4,713,Gregory river,0.9
1239,9.94,QLD,124002A,26,0,0.01,120.5,Oct to Sep,Calen,"148.759&deg;E, 20.907&deg;S",w00066,49658,1130,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,08-02-1973,26,124002A,375,136,1213,StHelens Creek,0.79
1050,0,QLD,125005A,65,0,0,506.8,Oct to Sep,Whitefords,"148.835&deg;E, 21.323&deg;S",w00066,139497,418,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,14-12-1973,54,125005A,624,212,985,BlaCreeks Creek,1.13
540,12.73,QLD,126003A,19,0,0.02,86.3,Oct to Sep,Carmila,"149.399&deg;E, 21.916&deg;S",w00066,39383,499,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,10-11-1973,20,126003A,127,43.1,521,Carmila Creek,0.93
564,7.05,QLD,129001A,19,0,3.45,241.3,Oct to Sep,Byfield,"150.665&deg;E, 22.835&deg;S",w00066,102901,572,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,22-02-1952,37,129001A,374,138,545,Waterpark Creek,0.79
744,11.96,QLD,130004A,39,0,0.01,391.6,Oct to Sep,Old Stn,"150.821&deg;E, 23.819&deg;S",w00066,71471,95,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,03-10-1963,47,130004A,99.5,37.2,705,Raglan Creek,1.34
938,17.67,QLD,130302A,183,0,0.02,15851,Oct to Sep,Taroom,"149.790&deg;E, 25.640&deg;S",w00066,494022,28,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,01-01-1950,317,130302A,1211,437,755,Dawson River,1.65
938,24.94,QLD,130324A,219,0,0.02,6026,Oct to Sep,Utopia Downs,"149.330&deg;E, 25.745&deg;S",w00066,113715,21,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,19-06-1966,193,130324A,347,128,719,Dawson River,1.55
813,17.29,QLD,130403A,152,0,0.07,1281,Oct to Sep,Mt Bridget,"149.129&deg;E, 22.038&deg;S",w00066,706311,437,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,14-12-1965,87,130403A,1542,560,661,Connors River,1.08
683,0,QLD,130410A,175,0,0.33,4139,Oct to Sep,Deverill,"148.381&deg;E, 22.174&deg;S",w00066,170761,40,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,22-05-1968,159,130410A,449,167,508,Isaac River,1.36
998,10.28,QLD,130413A,173,0,0,759.8,Oct to Sep,Braeside,"148.787&deg;E, 21.770&deg;S",w00066,242004,250,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,09-12-1971,67,130413A,523,190,825,Denison Creek,1.36
768,6.41,QLD,132001A,18,0,0.01,1288,Oct to Sep,Castlehope,"151.100&deg;E, 23.990&deg;S",w00066,235502,132,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,01-01-1950,87,132001A,462,170,750,Calliope River,1.12
714,21.45,QLD,135002A,110,0,0,550.3,Oct to Sep,Springfield,"151.587&deg;E, 24.753&deg;S",w00066,141313,144,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,02-11-1965,56,135002A,211,79.2,604,Kolan River,1.32
663,7.23,QLD,135004A,52,0,0.01,543.4,Oct to Sep,Dam Site,"151.890&deg;E, 24.970&deg;S",w00066,184886,126,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,31-10-1965,56,135004A,183,68.2,611,Gin Gin Creek,1.35
501,4.85,QLD,136006A,165,0,0.03,218.3,Oct to Sep,Dam Site,"151.517&deg;E, 25.273&deg;S",w00066,59651,108,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,03-10-1965,35,136006A,63,23.5,336,Reid Creek,1.31
733,13.87,QLD,136202D,303,0,0,646.6,Oct to Sep,Litzows,"152.044&deg;E, 26.301&deg;S",w00066,77685,76,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,02-10-1964,92,136202D,132,49.2,430,Barambah Creek,1.37
1109,14.96,QLD,136203A,384,0,0.44,312.9,Oct to Sep,Brooklands,"151.814&deg;E, 26.736&deg;S",w00066,25835,58,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,01-01-1950,42,136203A,50.2,18,725,Barker Creek,1.42
639,8.68,QLD,136208A,157,0,0,1399,Oct to Sep,Ettiewyn,"151.844&deg;E, 25.903&deg;S",w00066,102129,46,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,13-06-1968,85,136208A,175,64.7,482,Boonara Creek,1.65
1139,15.25,QLD,136304A,285,0,0,1545,Oct to Sep,Proston Rifle Range,"151.546&deg;E, 26.182&deg;S",w00066,123670,36,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,03-10-1965,96,136304A,151,55.7,854,Stuart River,1.79
659,0,QLD,137101A,41,0,2.52,453.2,Oct to Sep,Burrum Highway,"152.241&deg;E, 25.087&deg;S",w00066,80206,123,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,12-02-1966,80,137101A,150,55.6,618,Gregory River,1.39
340,6,QLD,137201A,18,0,0.01,449.3,Oct to Sep,Bruce Highway,"152.369&deg;E, 25.266&deg;S",w00066,69942,138,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,11-02-1966,45,137201A,167,62.1,322,Isis River,1.25
381,0,QLD,138009A,71,0,0,101.8,Oct to Sep,Tagigan Road,"152.784&deg;E, 26.079&deg;S",w00066,26471,249,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,14-07-1974,29,138009A,69.1,25.4,310,Tinana Creek,1
858,5.28,QLD,138110A,102,0,0,486,Oct to Sep,Bellbird Ck,"152.700&deg;E, 26.630&deg;S",w00066,138241,332,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,02-10-1959,53,138110A,439,161,756,Mary River,0.93
381,12.99,QLD,138903A,23,0,0,784.3,Oct to Sep,Bauple East,"152.720&deg;E, 25.820&deg;S",w00066,89959,244,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,08-07-1981,68,138903A,519,191,358,Tinana Creek,1.04
228,7.67,QLD,140002A,9,0,0.85,57.8,Oct to Sep,Coops Coner Tm,"153.043&deg;E, 26.057&deg;S",w00066,10631,595,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,19-09-1974,18,140002A,93.8,34.4,219,Teewah Creek,0.42
378,5.45,QLD,141008A,6,0,0,55.5,Oct to Sep,Kiels Mountain,"153.020&deg;E, 26.660&deg;S",w00066,17913,560,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,06-01-1982,17,141008A,85.8,31.1,372,Eudlo Creek,0.77
965,4.99,QLD,143007A,122,0,1.25,1999,Oct to Sep,Linville,"152.271&deg;E, 26.806&deg;S",w00066,173955,59,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,18-10-1964,109,143007A,314,117,843,Brisbane River,1.43
980,16.04,QLD,143009A,85,0,0,3876,Oct to Sep,Gregors Creek,"152.409&deg;E, 26.996&deg;S",w00066,345335,67,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,08-02-1962,160,143009A,703,260,895,Brisbane River,1.34
880,0,QLD,143107A,23,0,2.88,628.1,Oct to Sep,Walloon,"152.690&deg;E, 27.600&deg;S",w00066,93680,111,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,03-10-1961,60,143107A,189,69.8,857,Bremer River,1.16
880,6.96,QLD,143110A,79,0,1.46,126.5,Oct to Sep,Adams Bridge,"152.511&deg;E, 27.828&deg;S",w00066,25310,147,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,23-02-1969,26,143110A,50.2,18.6,801,Bremer River,1.13
1123,15.33,QLD,143209B,119,0,4.95,167.3,Oct to Sep,Mulgowie2,"152.363&deg;E, 27.731&deg;S",w00066,26102,157,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,07-03-1967,31,143209B,72.7,26.3,1004,Laidley Creek,1.26
542,0.9,QLD,143303A,95,0,0.33,101.7,Oct to Sep,Peachester,"152.840&deg;E, 26.839&deg;S",w00066,37712,761,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,01-01-1950,29,143303A,215,77.4,447,Stanley River,0.74
1002,4.13,QLD,145010A,101,0,0.01,129,Oct to Sep,5.8KM Deickmans Bridge,"152.891&deg;E, 28.246&deg;S",w00066,26197,323,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,28-11-1965,39,145010A,113,41.7,901,Running Creek,0.71
1327,13.02,QLD,145011A,170,0,0,85.1,Oct to Sep,Croftby,"152.571&deg;E, 28.148&deg;S",w00066,13567,169,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,09-02-1966,20,145011A,38.7,14.3,1157,Teviot Brook,1.08
1243,8.9,QLD,145018A,233,0,0.81,82.4,Oct to Sep,Up Stream Maroon Dam,"152.608&deg;E, 28.219&deg;S",w00066,6890,180,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,07-05-1970,21,145018A,40,14.9,1010,Burnett Creek,1.04
1136,1.32,QLD,145101D,83,0,0.01,165.9,Oct to Sep,Lumeah Number 2,"153.045&deg;E, 28.053&deg;S",w00066,40653,286,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,17-03-1954,45,145101D,130,47.4,1053,Albert River,0.83
1159,6.18,QLD,145102B,39,0,0.7,544.6,Oct to Sep,Bromfleet,"153.110&deg;E, 27.910&deg;S",w00066,121619,241,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,01-01-1950,56,145102B,367,131,1120,Albert River,0.92
1159,4.45,QLD,145107A,79,0,0,102.3,Oct to Sep,Main Rd Bridge,"153.159&deg;E, 27.996&deg;S",w00066,25552,349,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,26-01-1973,45,145107A,97.8,35.7,1080,Canungra Creek,0.79
1119,8.1,QLD,146010A,104,0,0.01,96.6,Oct to Sep,Army Camp,"153.193&deg;E, 28.026&deg;S",w00066,33715,374,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,03-10-1962,43,146010A,100,36.1,1015,Coomera River,0.91
595,3.44,QLD,146012A,18,0,1.33,29,Oct to Sep,Nicolls Bridge,"153.423&deg;E, 28.179&deg;S",w00066,9798,863,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,21-02-1970,19,146012A,67.7,25,577,Currumbin Creek,0.61
